Entity,Year,Access to electricity (% of population),Access to clean fuels for cooking,Renewable-electricity-generating-capacity-per-capita,Financial flows to developing countries (US $),Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Value_co2_emissions_kt_by_country,Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Density\n(P/Km2),Land Area(Km2),Latitude,Longitude,Waste Type,Total Recycled ('000 tonnes),Total Generated ('000 tonnes)
Singapore,2013,100,100,31.58,94224000,0.56,45.5,0,0.16,0.35041612,148317.19,2.39,43909.99985,0.26858902,4.837298646,56967.42579,"8,358",716,1.352083,103.819836,Total,4825900,7851500
Singapore,2014,100,100,37.77,94224000,0.59,46.68,0,0.28,0.59625214,148692.52,2.52,44400.00153,0.2785132,3.938002729,57562.53079,"8,358",716,1.352083,103.819836,Food,101400,788600
Singapore,2014,100,100,37.77,94224000,0.59,46.68,0,0.28,0.59625214,148692.52,2.52,44400.00153,0.2785132,3.938002729,57562.53079,"8,358",716,1.352083,103.819836,Paper/Cardboard,646500,1237400
Singapore,2014,100,100,37.77,94224000,0.59,46.68,0,0.28,0.59625214,148692.52,2.52,44400.00153,0.2785132,3.938002729,57562.53079,"8,358",716,1.352083,103.819836,Plastics,80000,869000
Singapore,2014,100,100,37.77,94224000,0.59,46.68,0,0.28,0.59625214,148692.52,2.52,44400.00153,0.2785132,3.938002729,57562.53079,"8,358",716,1.352083,103.819836,C&D,1260000,1269700
Singapore,2014,100,100,37.77,94224000,0.59,46.68,0,0.28,0.59625214,148692.52,2.52,44400.00153,0.2785132,3.938002729,57562.53079,"8,358",716,1.352083,103.819836,Horticultural waste,163000,278300
Singapore,2014,100,100,37.77,94224000,0.59,46.68,0,0.28,0.59625214,148692.52,2.52,44400.00153,0.2785132,3.938002729,57562.53079,"8,358",716,1.352083,103.819836,Wood,293400,367900
Singapore,2014,100,100,37.77,94224000,0.59,46.68,0,0.28,0.59625214,148692.52,2.52,44400.00153,0.2785132,3.938002729,57562.53079,"8,358",716,1.352083,103.819836,Ferrous metal,1388900,1445900
Singapore,2014,100,100,37.77,94224000,0.59,46.68,0,0.28,0.59625214,148692.52,2.52,44400.00153,0.2785132,3.938002729,57562.53079,"8,358",716,1.352083,103.819836,Non-ferrous metal,94700,118400
Singapore,2014,100,100,37.77,94224000,0.59,46.68,0,0.28,0.59625214,148692.52,2.52,44400.00153,0.2785132,3.938002729,57562.53079,"8,358",716,1.352083,103.819836,Used slag,361200,366300
Singapore,2014,100,100,37.77,94224000,0.59,46.68,0,0.28,0.59625214,148692.52,2.52,44400.00153,0.2785132,3.938002729,57562.53079,"8,358",716,1.352083,103.819836,Ash & Sludge,21700,148500
Singapore,2014,100,100,37.77,94224000,0.59,46.68,0,0.28,0.59625214,148692.52,2.52,44400.00153,0.2785132,3.938002729,57562.53079,"8,358",716,1.352083,103.819836,Glass,15700,79500
Singapore,2014,100,100,37.77,94224000,0.59,46.68,0,0.28,0.59625214,148692.52,2.52,44400.00153,0.2785132,3.938002729,57562.53079,"8,358",716,1.352083,103.819836,Textile/Leather,16800,158600
Singapore,2014,100,100,37.77,94224000,0.59,46.68,0,0.28,0.59625214,148692.52,2.52,44400.00153,0.2785132,3.938002729,57562.53079,"8,358",716,1.352083,103.819836,Scrap tyres,23100,26200
Singapore,2014,100,100,37.77,94224000,0.59,46.68,0,0.28,0.59625214,148692.52,2.52,44400.00153,0.2785132,3.938002729,57562.53079,"8,358",716,1.352083,103.819836,"Others (stones, ceramics & rubber etc)",4700,360100
Singapore,2014,100,100,37.77,94224000,0.59,46.68,0,0.28,0.59625214,148692.52,2.52,44400.00153,0.2785132,3.938002729,57562.53079,"8,358",716,1.352083,103.819836,Total,4471100,7514500
Singapore,2015,100,100,44.91,94224000,0.65,47.45,0,0.41,0.85666525,155468.98,2.68,45430.00031,0.29237184,2.988520676,55646.61875,"8,358",716,1.352083,103.819836,Food,104100,785500
Singapore,2015,100,100,44.91,94224000,0.65,47.45,0,0.41,0.85666525,155468.98,2.68,45430.00031,0.29237184,2.988520676,55646.61875,"8,358",716,1.352083,103.819836,Paper/Cardboard,603700,1192200
Singapore,2015,100,100,44.91,94224000,0.65,47.45,0,0.41,0.85666525,155468.98,2.68,45430.00031,0.29237184,2.988520676,55646.61875,"8,358",716,1.352083,103.819836,Plastics,57800,824600
Singapore,2015,100,100,44.91,94224000,0.65,47.45,0,0.41,0.85666525,155468.98,2.68,45430.00031,0.29237184,2.988520676,55646.61875,"8,358",716,1.352083,103.819836,C&D,1402900,1411800
Singapore,2015,100,100,44.91,94224000,0.65,47.45,0,0.41,0.85666525,155468.98,2.68,45430.00031,0.29237184,2.988520676,55646.61875,"8,358",716,1.352083,103.819836,Horticultural waste,237200,362000
Singapore,2015,100,100,44.91,94224000,0.65,47.45,0,0.41,0.85666525,155468.98,2.68,45430.00031,0.29237184,2.988520676,55646.61875,"8,358",716,1.352083,103.819836,Wood,293700,370600
Singapore,2015,100,100,44.91,94224000,0.65,47.45,0,0.41,0.85666525,155468.98,2.68,45430.00031,0.29237184,2.988520676,55646.61875,"8,358",716,1.352083,103.819836,Ferrous metal,1333300,1348500
Singapore,2015,100,100,44.91,94224000,0.65,47.45,0,0.41,0.85666525,155468.98,2.68,45430.00031,0.29237184,2.988520676,55646.61875,"8,358",716,1.352083,103.819836,Non-ferrous metal,160400,180000
Singapore,2015,100,100,44.91,94224000,0.65,47.45,0,0.41,0.85666525,155468.98,2.68,45430.00031,0.29237184,2.988520676,55646.61875,"8,358",716,1.352083,103.819836,Used slag,365800,369900
Singapore,2015,100,100,44.91,94224000,0.65,47.45,0,0.41,0.85666525,155468.98,2.68,45430.00031,0.29237184,2.988520676,55646.61875,"8,358",716,1.352083,103.819836,Ash & Sludge,25200,196000
Singapore,2015,100,100,44.91,94224000,0.65,47.45,0,0.41,0.85666525,155468.98,2.68,45430.00031,0.29237184,2.988520676,55646.61875,"8,358",716,1.352083,103.819836,Glass,14600,75200
Singapore,2015,100,100,44.91,94224000,0.65,47.45,0,0.41,0.85666525,155468.98,2.68,45430.00031,0.29237184,2.988520676,55646.61875,"8,358",716,1.352083,103.819836,Textile/Leather,12500,156700
Singapore,2015,100,100,44.91,94224000,0.65,47.45,0,0.41,0.85666525,155468.98,2.68,45430.00031,0.29237184,2.988520676,55646.61875,"8,358",716,1.352083,103.819836,Scrap tyres,32800,35500
Singapore,2015,100,100,44.91,94224000,0.65,47.45,0,0.41,0.85666525,155468.98,2.68,45430.00031,0.29237184,2.988520676,55646.61875,"8,358",716,1.352083,103.819836,"Others (stones, ceramics & rubber etc)",5700,365000
Singapore,2015,100,100,44.91,94224000,0.65,47.45,0,0.41,0.85666525,155468.98,2.68,45430.00031,0.29237184,2.988520676,55646.61875,"8,358",716,1.352083,103.819836,Total,4649700,7673500
Singapore,2016,100,100,54.31,94224000,0.68,48.58,0,0.53,1.0792098,162248.22,2.66,46099.99847,0.289138,3.329034458,56848.17539,"8,358",716,1.352083,103.819836,Food,111100,791000
Singapore,2016,100,100,54.31,94224000,0.68,48.58,0,0.53,1.0792098,162248.22,2.66,46099.99847,0.289138,3.329034458,56848.17539,"8,358",716,1.352083,103.819836,Paper/Cardboard,607100,1183100
Singapore,2016,100,100,54.31,94224000,0.68,48.58,0,0.53,1.0792098,162248.22,2.66,46099.99847,0.289138,3.329034458,56848.17539,"8,358",716,1.352083,103.819836,Plastics,59500,822200
Singapore,2016,100,100,54.31,94224000,0.68,48.58,0,0.53,1.0792098,162248.22,2.66,46099.99847,0.289138,3.329034458,56848.17539,"8,358",716,1.352083,103.819836,C&D,1585700,1595400
Singapore,2016,100,100,54.31,94224000,0.68,48.58,0,0.53,1.0792098,162248.22,2.66,46099.99847,0.289138,3.329034458,56848.17539,"8,358",716,1.352083,103.819836,Horticultural waste,209000,320500
Singapore,2016,100,100,54.31,94224000,0.68,48.58,0,0.53,1.0792098,162248.22,2.66,46099.99847,0.289138,3.329034458,56848.17539,"8,358",716,1.352083,103.819836,Wood,411600,530700
Singapore,2016,100,100,54.31,94224000,0.68,48.58,0,0.53,1.0792098,162248.22,2.66,46099.99847,0.289138,3.329034458,56848.17539,"8,358",716,1.352083,103.819836,Ferrous metal,1351500,1357500
Singapore,2016,100,100,54.31,94224000,0.68,48.58,0,0.53,1.0792098,162248.22,2.66,46099.99847,0.289138,3.329034458,56848.17539,"8,358",716,1.352083,103.819836,Non-ferrous metal,95900,97200
Singapore,2016,100,100,54.31,94224000,0.68,48.58,0,0.53,1.0792098,162248.22,2.66,46099.99847,0.289138,3.329034458,56848.17539,"8,358",716,1.352083,103.819836,Used slag,247000,251100
Singapore,2016,100,100,54.31,94224000,0.68,48.58,0,0.53,1.0792098,162248.22,2.66,46099.99847,0.289138,3.329034458,56848.17539,"8,358",716,1.352083,103.819836,Ash & Sludge,28300,227300
Singapore,2016,100,100,54.31,94224000,0.68,48.58,0,0.53,1.0792098,162248.22,2.66,46099.99847,0.289138,3.329034458,56848.17539,"8,358",716,1.352083,103.819836,Glass,14700,72300
Singapore,2016,100,100,54.31,94224000,0.68,48.58,0,0.53,1.0792098,162248.22,2.66,46099.99847,0.289138,3.329034458,56848.17539,"8,358",716,1.352083,103.819836,Textile/Leather,10900,150700
Singapore,2016,100,100,54.31,94224000,0.68,48.58,0,0.53,1.0792098,162248.22,2.66,46099.99847,0.289138,3.329034458,56848.17539,"8,358",716,1.352083,103.819836,Scrap tyres,29700,32700
Singapore,2016,100,100,54.31,94224000,0.68,48.58,0,0.53,1.0792098,162248.22,2.66,46099.99847,0.289138,3.329034458,56848.17539,"8,358",716,1.352083,103.819836,"Others (stones, ceramics & rubber etc.)",7000,382500
Singapore,2016,100,100,54.31,94224000,0.68,48.58,0,0.53,1.0792098,162248.22,2.66,46099.99847,0.289138,3.329034458,56848.17539,"8,358",716,1.352083,103.819836,Total,4769000,7814200
Singapore,2017,100,100,57.36,94224000,0.67,49.16,0,0.55,1.1064173,164801.44,2.8,49139.99939,0.28081223,4.520379476,61176.45636,"8,358",716,1.352083,103.819836,Construction debris,1599900,1609300
Singapore,2017,100,100,57.36,94224000,0.67,49.16,0,0.55,1.1064173,164801.44,2.8,49139.99939,0.28081223,4.520379476,61176.45636,"8,358",716,1.352083,103.819836,Ferrous metal,1371000,1378800
Singapore,2017,100,100,57.36,94224000,0.67,49.16,0,0.55,1.1064173,164801.44,2.8,49139.99939,0.28081223,4.520379476,61176.45636,"8,358",716,1.352083,103.819836,Used slag,269400,272500
Singapore,2017,100,100,57.36,94224000,0.67,49.16,0,0.55,1.1064173,164801.44,2.8,49139.99939,0.28081223,4.520379476,61176.45636,"8,358",716,1.352083,103.819836,Non-ferrous metals,92200,93700
Singapore,2017,100,100,57.36,94224000,0.67,49.16,0,0.55,1.1064173,164801.44,2.8,49139.99939,0.28081223,4.520379476,61176.45636,"8,358",716,1.352083,103.819836,Scrap tyres,33000,35900
Singapore,2017,100,100,57.36,94224000,0.67,49.16,0,0.55,1.1064173,164801.44,2.8,49139.99939,0.28081223,4.520379476,61176.45636,"8,358",716,1.352083,103.819836,Wood,326800,424100
Singapore,2017,100,100,57.36,94224000,0.67,49.16,0,0.55,1.1064173,164801.44,2.8,49139.99939,0.28081223,4.520379476,61176.45636,"8,358",716,1.352083,103.819836,Horticultural waste,220700,328300
Singapore,2017,100,100,57.36,94224000,0.67,49.16,0,0.55,1.1064173,164801.44,2.8,49139.99939,0.28081223,4.520379476,61176.45636,"8,358",716,1.352083,103.819836,Paper/Cardboard,568800,1144800
Singapore,2017,100,100,57.36,94224000,0.67,49.16,0,0.55,1.1064173,164801.44,2.8,49139.99939,0.28081223,4.520379476,61176.45636,"8,358",716,1.352083,103.819836,Glass,12400,71300
Singapore,2017,100,100,57.36,94224000,0.67,49.16,0,0.55,1.1064173,164801.44,2.8,49139.99939,0.28081223,4.520379476,61176.45636,"8,358",716,1.352083,103.819836,Food,133000,809800
Singapore,2017,100,100,57.36,94224000,0.67,49.16,0,0.55,1.1064173,164801.44,2.8,49139.99939,0.28081223,4.520379476,61176.45636,"8,358",716,1.352083,103.819836,Ash and sludge,28600,243400
Singapore,2017,100,100,57.36,94224000,0.67,49.16,0,0.55,1.1064173,164801.44,2.8,49139.99939,0.28081223,4.520379476,61176.45636,"8,358",716,1.352083,103.819836,Plastic,51800,815200
Singapore,2017,100,100,57.36,94224000,0.67,49.16,0,0.55,1.1064173,164801.44,2.8,49139.99939,0.28081223,4.520379476,61176.45636,"8,358",716,1.352083,103.819836,Textile/Leather,9600,150800
Singapore,2017,100,100,57.36,94224000,0.67,49.16,0,0.55,1.1064173,164801.44,2.8,49139.99939,0.28081223,4.520379476,61176.45636,"8,358",716,1.352083,103.819836,"Others (stones, ceramic, rubber, etc.)",7100,326400
Singapore,2017,100,100,57.36,94224000,0.67,49.16,0,0.55,1.1064173,164801.44,2.8,49139.99939,0.28081223,4.520379476,61176.45636,"8,358",716,1.352083,103.819836,Total,4724300,7704300
Singapore,2018,100,100,65.66,94224000,0.73,49.87,0,0.67,1.3256826,163526.77,2.51,47400.00153,0.2784224,3.497469601,66679.04649,"8,358",716,1.352083,103.819836,Construction& Demolition,1618,1624
Singapore,2018,100,100,65.66,94224000,0.73,49.87,0,0.67,1.3256826,163526.77,2.51,47400.00153,0.2784224,3.497469601,66679.04649,"8,358",716,1.352083,103.819836,Ferrous Metal,126,1269
Singapore,2018,100,100,65.66,94224000,0.73,49.87,0,0.67,1.3256826,163526.77,2.51,47400.00153,0.2784224,3.497469601,66679.04649,"8,358",716,1.352083,103.819836,Paper/Cardboard,586,1054
Singapore,2018,100,100,65.66,94224000,0.73,49.87,0,0.67,1.3256826,163526.77,2.51,47400.00153,0.2784224,3.497469601,66679.04649,"8,358",716,1.352083,103.819836,Plastics,41,949
Singapore,2018,100,100,65.66,94224000,0.73,49.87,0,0.67,1.3256826,163526.77,2.51,47400.00153,0.2784224,3.497469601,66679.04649,"8,358",716,1.352083,103.819836,Food,126,763
Singapore,2018,100,100,65.66,94224000,0.73,49.87,0,0.67,1.3256826,163526.77,2.51,47400.00153,0.2784224,3.497469601,66679.04649,"8,358",716,1.352083,103.819836,Wood,428,521
Singapore,2018,100,100,65.66,94224000,0.73,49.87,0,0.67,1.3256826,163526.77,2.51,47400.00153,0.2784224,3.497469601,66679.04649,"8,358",716,1.352083,103.819836,Horticultural,227,320
Singapore,2018,100,100,65.66,94224000,0.73,49.87,0,0.67,1.3256826,163526.77,2.51,47400.00153,0.2784224,3.497469601,66679.04649,"8,358",716,1.352083,103.819836,Ash & Sludge,25,240
Singapore,2018,100,100,65.66,94224000,0.73,49.87,0,0.67,1.3256826,163526.77,2.51,47400.00153,0.2784224,3.497469601,66679.04649,"8,358",716,1.352083,103.819836,Textile/Leather,14,220
Singapore,2018,100,100,65.66,94224000,0.73,49.87,0,0.67,1.3256826,163526.77,2.51,47400.00153,0.2784224,3.497469601,66679.04649,"8,358",716,1.352083,103.819836,Used Slag,179,181
Singapore,2018,100,100,65.66,94224000,0.73,49.87,0,0.67,1.3256826,163526.77,2.51,47400.00153,0.2784224,3.497469601,66679.04649,"8,358",716,1.352083,103.819836,Non-Ferrous Metal,170,171
Singapore,2018,100,100,65.66,94224000,0.73,49.87,0,0.67,1.3256826,163526.77,2.51,47400.00153,0.2784224,3.497469601,66679.04649,"8,358",716,1.352083,103.819836,Glass,12,64
Singapore,2018,100,100,65.66,94224000,0.73,49.87,0,0.67,1.3256826,163526.77,2.51,47400.00153,0.2784224,3.497469601,66679.04649,"8,358",716,1.352083,103.819836,Scrap Tyres,29,32
Singapore,2018,100,100,65.66,94224000,0.73,49.87,0,0.67,1.3256826,163526.77,2.51,47400.00153,0.2784224,3.497469601,66679.04649,"8,358",716,1.352083,103.819836,"Others (stones, ceramic, rubber, ect)",11,286
Singapore,2018,100,100,65.66,94224000,0.73,49.87,0,0.67,1.3256826,163526.77,2.51,47400.00153,0.2784224,3.497469601,66679.04649,"8,358",716,1.352083,103.819836,Overall,4726,7695
Singapore,2019,100,100,84.47,94224000,0.84,50.96,0,0.78,1.5075376,158657.89,2.57,47380.00107,0.2995429,1.345217486,65640.70795,"8,358",716,1.352083,103.819836,Construction& Demolition,1434,1440
Singapore,2019,100,100,84.47,94224000,0.84,50.96,0,0.78,1.5075376,158657.89,2.57,47380.00107,0.2995429,1.345217486,65640.70795,"8,358",716,1.352083,103.819836,Ferrous Metal,1270,1278
Singapore,2019,100,100,84.47,94224000,0.84,50.96,0,0.78,1.5075376,158657.89,2.57,47380.00107,0.2995429,1.345217486,65640.70795,"8,358",716,1.352083,103.819836,Paper/Cardboard,449,1011
Singapore,2019,100,100,84.47,94224000,0.84,50.96,0,0.78,1.5075376,158657.89,2.57,47380.00107,0.2995429,1.345217486,65640.70795,"8,358",716,1.352083,103.819836,Plastics,37,930
Singapore,2019,100,100,84.47,94224000,0.84,50.96,0,0.78,1.5075376,158657.89,2.57,47380.00107,0.2995429,1.345217486,65640.70795,"8,358",716,1.352083,103.819836,Food,136,7440
Singapore,2019,100,100,84.47,94224000,0.84,50.96,0,0.78,1.5075376,158657.89,2.57,47380.00107,0.2995429,1.345217486,65640.70795,"8,358",716,1.352083,103.819836,Wood,289,438
Singapore,2019,100,100,84.47,94224000,0.84,50.96,0,0.78,1.5075376,158657.89,2.57,47380.00107,0.2995429,1.345217486,65640.70795,"8,358",716,1.352083,103.819836,Horticultural,293,400
Singapore,2019,100,100,84.47,94224000,0.84,50.96,0,0.78,1.5075376,158657.89,2.57,47380.00107,0.2995429,1.345217486,65640.70795,"8,358",716,1.352083,103.819836,Ash & Sludge,25,252
Singapore,2019,100,100,84.47,94224000,0.84,50.96,0,0.78,1.5075376,158657.89,2.57,47380.00107,0.2995429,1.345217486,65640.70795,"8,358",716,1.352083,103.819836,Textile/Leather,6,168
Singapore,2019,100,100,84.47,94224000,0.84,50.96,0,0.78,1.5075376,158657.89,2.57,47380.00107,0.2995429,1.345217486,65640.70795,"8,358",716,1.352083,103.819836,Used Slag,127,129
Singapore,2019,100,100,84.47,94224000,0.84,50.96,0,0.78,1.5075376,158657.89,2.57,47380.00107,0.2995429,1.345217486,65640.70795,"8,358",716,1.352083,103.819836,Non-Ferrous Metal,124,126
Singapore,2019,100,100,84.47,94224000,0.84,50.96,0,0.78,1.5075376,158657.89,2.57,47380.00107,0.2995429,1.345217486,65640.70795,"8,358",716,1.352083,103.819836,Glass,11,75
Singapore,2019,100,100,84.47,94224000,0.84,50.96,0,0.78,1.5075376,158657.89,2.57,47380.00107,0.2995429,1.345217486,65640.70795,"8,358",716,1.352083,103.819836,Scrap Tyres,31,33
Singapore,2019,100,100,84.47,94224000,0.84,50.96,0,0.78,1.5075376,158657.89,2.57,47380.00107,0.2995429,1.345217486,65640.70795,"8,358",716,1.352083,103.819836,"Others (stones, ceramic, rubber, ect)",15,210
Singapore,2019,100,100,84.47,94224000,0.84,50.96,0,0.78,1.5075376,158657.89,2.57,47380.00107,0.2995429,1.345217486,65640.70795,"8,358",716,1.352083,103.819836,Overall,4247,7234
Singapore,2020,100,100,93.64,94224000,32.63816498,50.04,0,0.83,1.63161,154256.3,5.307345059,59866.46269,0.30993885,-5.391021406,59797.75218,"8,358",716,1.352083,103.819836,Paper/Cardboard,432,1144
Singapore,2020,100,100,93.64,94224000,32.63816498,50.04,0,0.83,1.63161,154256.3,5.307345059,59866.46269,0.30993885,-5.391021406,59797.75218,"8,358",716,1.352083,103.819836,Ferrous metal,930,934
Singapore,2020,100,100,93.64,94224000,32.63816498,50.04,0,0.83,1.63161,154256.3,5.307345059,59866.46269,0.30993885,-5.391021406,59797.75218,"8,358",716,1.352083,103.819836,Plastics,36,868
Singapore,2020,100,100,93.64,94224000,32.63816498,50.04,0,0.83,1.63161,154256.3,5.307345059,59866.46269,0.30993885,-5.391021406,59797.75218,"8,358",716,1.352083,103.819836,Construction & Demolition,822,825
Singapore,2020,100,100,93.64,94224000,32.63816498,50.04,0,0.83,1.63161,154256.3,5.307345059,59866.46269,0.30993885,-5.391021406,59797.75218,"8,358",716,1.352083,103.819836,Food,126,665
Singapore,2020,100,100,93.64,94224000,32.63816498,50.04,0,0.83,1.63161,154256.3,5.307345059,59866.46269,0.30993885,-5.391021406,59797.75218,"8,358",716,1.352083,103.819836,Horticultural,249,313
Singapore,2020,100,100,93.64,94224000,32.63816498,50.04,0,0.83,1.63161,154256.3,5.307345059,59866.46269,0.30993885,-5.391021406,59797.75218,"8,358",716,1.352083,103.819836,Wood,195,304
Singapore,2020,100,100,93.64,94224000,32.63816498,50.04,0,0.83,1.63161,154256.3,5.307345059,59866.46269,0.30993885,-5.391021406,59797.75218,"8,358",716,1.352083,103.819836,Ash & sludge,16,228
Singapore,2020,100,100,93.64,94224000,32.63816498,50.04,0,0.83,1.63161,154256.3,5.307345059,59866.46269,0.30993885,-5.391021406,59797.75218,"8,358",716,1.352083,103.819836,Textile/Leather,6,137
Singapore,2020,100,100,93.64,94224000,32.63816498,50.04,0,0.83,1.63161,154256.3,5.307345059,59866.46269,0.30993885,-5.391021406,59797.75218,"8,358",716,1.352083,103.819836,Used slag,104,106
Singapore,2020,100,100,93.64,94224000,32.63816498,50.04,0,0.83,1.63161,154256.3,5.307345059,59866.46269,0.30993885,-5.391021406,59797.75218,"8,358",716,1.352083,103.819836,Non-ferrous metal,73,75
Singapore,2020,100,100,93.64,94224000,32.63816498,50.04,0,0.83,1.63161,154256.3,5.307345059,59866.46269,0.30993885,-5.391021406,59797.75218,"8,358",716,1.352083,103.819836,Glass,7,66
Singapore,2020,100,100,93.64,94224000,32.63816498,50.04,0,0.83,1.63161,154256.3,5.307345059,59866.46269,0.30993885,-5.391021406,59797.75218,"8,358",716,1.352083,103.819836,Scrap tyres,22,23
Singapore,2020,100,100,93.64,94224000,32.63816498,50.04,0,0.83,1.63161,154256.3,5.307345059,59866.46269,0.30993885,-5.391021406,59797.75218,"8,358",716,1.352083,103.819836,"Others (stones, ceramics, etc.)",21,193
Singapore,2020,100,100,93.64,94224000,32.63816498,50.04,0,0.83,1.63161,154256.3,5.307345059,59866.46269,0.30993885,-5.391021406,59797.75218,"8,358",716,1.352083,103.819836,Overall,3040,5880
